"transactionid","timestampsec","customerid","item","description","retail_price"
"112250","2016-12-12 20:17:02","200000864","9862518267","Socks","10.84"
"112249","2016-12-12 20:16:23","300000705","1160651321","Coat","93.9"
"112248","2016-12-12 20:16:20","200000819","5997626126","Coat/Jacket","39.55"
"112247","2016-12-12 20:16:16","100000617","2020397001","Men's Pajama Set","23.1"
"112246","2016-12-12 20:15:10","200000696","4291344502","Long Overalls","55.62"
"112245","2016-12-12 20:13:43","100000456","8586814459","Gown & Robe Set","65.64"
"112244","2016-12-12 20:13:37","100000230","2926937052","Washcloth","10.78"
"112243","2016-12-12 20:13:20","400000830","7833392032","Skirt","55.86"
"112242","2016-12-12 20:13:11","100000025","2963300774","Sweatshirt","75.81"
"112241","2016-12-12 20:12:35","300000269","9313710898","Dish Towel","32.23"
"112240","2016-12-12 20:10:35","100000379","8864799421","Valance","31.8"
"112239","2016-12-12 20:06:35","100000421","1988250904","Coat","74.16"
"112238","2016-12-12 20:06:29","100000273","2782517448","Belt","45.77"
"112237","2016-12-12 20:06:00","200000941","5509524170","Couch Cover","86.68"
"112236","2016-12-12 20:04:41","100000317","1039854547","Coat","135.83"
"112235","2016-12-12 20:01:30","100000299","4391642886","Men's Pajama Set","83.79"
"112234","2016-12-12 20:01:26","200000371","1082405301","Blazer","119.76"
"112233","2016-12-12 19:59:12","100000878","4291344502","Long Overalls","55.62"
"112232","2016-12-12 19:58:31","200000629","2363094138","Short Overalls","71.82"
"112231","2016-12-12 19:58:07","100000236","1737807900","Tie","68.64"
"112230","2016-12-12 19:57:38","100000084","8269421724","Long Overalls","124.75"
"112229","2016-12-12 19:56:32","100000255","8948840620","Gloves","19.8"
"112228","2016-12-12 19:55:08","100000560","7690258628","Baby Blanket","21.93"
"112227","2016-12-12 19:54:21","400000442","5997626126","Coat/Jacket","39.55"
"112226","2016-12-12 19:54:14","300000394","3135576553","Underwear","5.88"
"112225","2016-12-12 19:53:09","200000033","5187373849","Short Slip","12.87"
"112224","2016-12-12 19:52:58","200000066","9313710898","Dish Towel","32.23"
"112223","2016-12-12 19:52:26","400000741","3132788435","Coat","30.06"
"112222","2016-12-12 19:51:44","400000740","2557931901","Short Gown","47.76"
"112221","2016-12-12 19:49:51","100000202","2240469836","Slippers","35.82"
"112220","2016-12-12 19:47:41","100000908","3795753080","Jeans","38.1"
"112219","2016-12-12 19:47:39","400000488","1988250904","Coat","74.16"
"112218","2016-12-12 19:45:26","300000364","6719567315","Blouse","47.88"
"112217","2016-12-12 19:44:59","100000097","5187883584","Dish Towel","49.5"
"112216","2016-12-12 19:44:16","100000760","6265788387","Commode Cover","58.1"
"112215","2016-12-12 19:43:39","200000843","7010679527","Blanket","63.84"
"112214","2016-12-12 19:40:12","200000363","8241463559","Wallet","49.75"
"112213","2016-12-12 19:40:09","400000113","5310615417","Tie","41.79"
"112212","2016-12-12 19:39:44","100000007","1303837083","Suit","19.4"
"112211","2016-12-12 19:36:38","200000265","6511971572","Sleeping Bag","47.88"
"112210","2016-12-12 19:35:02","100000782","3819369487","Dish Towel","7.84"
"112209","2016-12-12 19:33:51","100000288","6917448328","Socks","8.82"
"112208","2016-12-12 19:32:11","200000645","5145202479","Crib Sheet","9.9"
"112207","2016-12-12 19:31:22","300000731","2178891798","Hand Towel","18.17"
"112206","2016-12-12 19:30:36","200000588","3405268556","Handbag","114.77"
"112205","2016-12-12 19:29:32","300000468","2926937052","Washcloth","10.78"
"112204","2016-12-12 19:28:37","100000219","8241463559","Wallet","49.75"
"112203","2016-12-12 19:27:57","100000303","4584868492","T-shirt","61.38"
"112202","2016-12-12 19:26:16","200000295","5310615417","Tie","41.79"
"112201","2016-12-12 19:25:40","200000503","3405268556","Handbag","114.77"
"112200","2016-12-12 19:23:56","100000571","9873264896","Hat","10.89"
"112199","2016-12-12 19:21:25","100000569","6182400847","Blazer","26.88"
"112198","2016-12-12 19:20:39","200000670","3132788435","Coat","30.06"
"112197","2016-12-12 19:19:45","100000405","9223468295","Bath Mat","23.88"
"112196","2016-12-12 19:17:32","100000563","5187373849","Short Slip","12.87"
"112195","2016-12-12 19:12:18","100000244","1489444777","Short Gown","131.12"
"112194","2016-12-12 19:10:38","100000228","9195451761","Hand Towel","51.66"
"112193","2016-12-12 19:09:54","100000094","6962492078","Bath Mat","37.31"
"112192","2016-12-12 19:08:12","200000701","6182400847","Blazer","26.88"
"112191","2016-12-12 19:07:40","100000502","3495221948","Suit & 2 pc Dress","38.12"
"112190","2016-12-12 19:06:50","300000812","2355020550","Sweater","67.92"
"112189","2016-12-12 19:06:28","100000198","2963300774","Sweatshirt","75.81"
"112188","2016-12-12 19:05:56","200000109","2557931901","Short Gown","47.76"
"112187","2016-12-12 19:05:11","200000716","4619440506","Shorts","69.75"
"112186","2016-12-12 19:04:07","100000928","5050067655","Bottoms","66.96"
"112185","2016-12-12 18:59:52","200000047","9870137717","Crib Sheet","53.9"
"112184","2016-12-12 18:59:46","200000591","1940915493","Long Gown","68.77"
"112183","2016-12-12 18:58:09","100000129","3750666773","Waterbed Sheet","79.8"
"112182","2016-12-12 18:57:59","300000551","2926937052","Washcloth","10.78"
"112181","2016-12-12 18:57:46","100000199","2430071492","Dust Ruffle","41.86"
"112180","2016-12-12 18:56:38","300000167","2588421965","Commode Cover","15.84"
"112179","2016-12-12 18:56:12","100000324","2363094138","Short Overalls","71.82"
"112178","2016-12-12 18:56:06","400000432","2557931901","Short Gown","47.76"
"112177","2016-12-12 18:55:34","100000451","6660530324","Washcloth","35.14"
"112176","2016-12-12 18:55:18","200000263","3452086694","Bra","38.87"
"112175","2016-12-12 18:53:25","200000698","8438262686","Robe","29.88"
"112174","2016-12-12 18:52:37","300000440","5187883584","Dish Towel","49.5"
"112173","2016-12-12 18:50:25","200000843","1303837083","Suit","19.4"
"112172","2016-12-12 18:48:53","100000927","9730446421","Blazer","103.3"
"112171","2016-12-12 18:47:42","100000723","4574639519","Jeans","14.5"
"112170","2016-12-12 18:45:50","200000350","6719567315","Blouse","47.88"
"112169","2016-12-12 18:40:35","100000927","8624682735","Coat","77.77"
"112168","2016-12-12 18:38:41","100000331","7645689457","Apron","9.48"
"112167","2016-12-12 18:37:22","100000927","4391642886","Men's Pajama Set","83.79"
"112166","2016-12-12 18:36:13","300000634","9862518267","Socks","10.84"
"112165","2016-12-12 18:34:41","300000528","6265788387","Commode Cover","58.1"
"112164","2016-12-12 18:34:25","300000735","2113413915","Shorts","59.33"
"112163","2016-12-12 18:34:23","100000306","1489444777","Short Gown","131.12"
"112162","2016-12-12 18:32:02","200000461","2557931901","Short Gown","47.76"
"112161","2016-12-12 18:31:01","100000220","9916068026","Gowns/Pajamas","118.14"
"112160","2016-12-12 18:29:59","100000817","6228611532","Valance","47.76"
"112159","2016-12-12 18:29:46","200000582","2240469836","Slippers","35.82"
"112158","2016-12-12 18:27:29","400000368","4574639519","Jeans","14.5"
"112157","2016-12-12 18:26:49","100000881","8586814459","Gown & Robe Set","65.64"
"112156","2016-12-12 18:25:56","100000560","9166887914","Sweater","95.76"
"112155","2016-12-12 18:25:06","300000729","2695940506","Sweater","59.4"
"112154","2016-12-12 18:24:56","200000464","8241463559","Wallet","49.75"
"112153","2016-12-12 18:23:11","100000146","4934584980","Nylon Pants","55.86"
"112152","2016-12-12 18:21:45","300000428","8143229140","Shower Shoes","27.86"
"112151","2016-12-12 18:20:16","100000151","8586814459","Gown & Robe Set","65.64"
"112150","2016-12-12 18:19:31","200000391","6917448328","Socks","8.82"
"112149","2016-12-12 18:19:25","100000328","8213207925","Underwear & Boxers","23.76"
"112148","2016-12-12 18:18:40","300000905","8694351166","Chair Cover","38.87"
"112147","2016-12-12 18:18:05","200000370","2210750188","Blazer","119.76"
"112146","2016-12-12 18:13:49","200000107","6988128169","Handbag","25.44"
"112145","2016-12-12 18:11:01","100000090","6697166886","Coat","159.8"
"112144","2016-12-12 18:10:25","100000502","2876522496","Jacket","99.8"
"112143","2016-12-12 18:09:17","100000305","3795753080","Jeans","38.1"
"112142","2016-12-12 18:09:16","200000711","6988128169","Handbag","25.44"
"112141","2016-12-12 18:07:40","200000448","3135576553","Underwear","5.88"
"112140","2016-12-12 18:06:29","100000152","5153370805","Shorts","43.96"
"112139","2016-12-12 18:05:53","100000745","8143229140","Shower Shoes","27.86"
"112138","2016-12-12 18:05:06","100000502","7270957383","Scarf","29.85"
"112137","2016-12-12 18:05:05","100000334","9280265561","Coat/Jacket","59.85"
"112136","2016-12-12 18:04:20","200000549","1489444777","Short Gown","131.12"
"112135","2016-12-12 18:03:48","400000754","2695940506","Sweater","59.4"
"112134","2016-12-12 18:01:49","100000475","7833392032","Skirt","55.86"
"112133","2016-12-12 18:00:51","100000789","2557931901","Short Gown","47.76"
"112132","2016-12-12 17:58:27","200000941","2491559336","Jeans","104.79"
"112131","2016-12-12 17:51:52","100000932","4538875409","Couch Cover","79.8"
"112130","2016-12-12 17:51:25","400000755","4924918902","T-shirt","62.79"
"112129","2016-12-12 17:49:55","100000937","8143229140","Shower Shoes","27.86"
"112128","2016-12-12 17:49:29","400000541","3962085980","Sleeper","61.38"
"112127","2016-12-12 17:48:35","300000551","1625450539","Dress","54.89"
"112126","2016-12-12 17:48:33","100000095","1940915493","Long Gown","68.77"
"112125","2016-12-12 17:48:04","100000798","4538875409","Couch Cover","79.8"
"112124","2016-12-12 17:39:50","100000064","2926937052","Washcloth","10.78"
"112123","2016-12-12 17:39:11","100000382","4934584980","Nylon Pants","55.86"
"112122","2016-12-12 17:38:33","200000166","8713824671","Infant 2 Piece Set","48.6"
"112121","2016-12-12 17:38:20","400000433","8713824671","Infant 2 Piece Set","48.6"
"112120","2016-12-12 17:35:44","400000602","5153370805","Shorts","43.96"
"112119","2016-12-12 17:35:21","300000418","4398051135","Bra","6"
"112118","2016-12-12 17:34:36","200000387","8586814459","Gown & Robe Set","65.64"
"112117","2016-12-12 17:34:02","100000176","2355020550","Sweater","67.92"
"112116","2016-12-12 17:32:51","300000594","6988128169","Handbag","25.44"
"112115","2016-12-12 17:32:13","300000494","5145202479","Crib Sheet","9.9"
"112114","2016-12-12 17:30:53","100000326","5736433915","Mattress Cover","65.78"
"112113","2016-12-12 17:30:10","100000224","2355020550","Sweater","67.92"
"112112","2016-12-12 17:29:39","400000048","8948840620","Gloves","19.8"
"112111","2016-12-12 17:29:30","100000192","6962492078","Bath Mat","37.31"
"112110","2016-12-12 17:29:19","400000691","2963300774","Sweatshirt","75.81"
"112109","2016-12-12 17:28:51","300000168","4924918902","T-shirt","62.79"
"112108","2016-12-12 17:27:49","100000882","9223468295","Bath Mat","23.88"
"112107","2016-12-12 17:26:32","200000186","5187883584","Dish Towel","49.5"
"112106","2016-12-12 17:26:07","100000930","3382973348","Top","81.76"
"112105","2016-12-12 17:24:41","400000557","6661671897","Swimwear","50.83"
"112104","2016-12-12 17:23:11","200000549","4934584980","Nylon Pants","55.86"
"112103","2016-12-12 17:23:10","100000331","2113413915","Shorts","59.33"
"112102","2016-12-12 17:22:21","400000516","9223468295","Bath Mat","23.88"
"112101","2016-12-12 17:21:19","100000899","2963300774","Sweatshirt","75.81"
"112100","2016-12-12 17:21:05","100000229","7645888340","Bath Mat","5.6"
"112099","2016-12-12 17:18:37","300000689","6917448328","Socks","8.82"
"112098","2016-12-12 17:16:45","100000163","4574639519","Jeans","14.5"
"112097","2016-12-12 17:16:42","400000557","1893735141","Socks","115.5"
"112096","2016-12-12 17:15:58","200000258","7645888340","Bath Mat","5.6"
"112095","2016-12-12 17:15:10","100000240","3132788435","Coat","30.06"
"112094","2016-12-12 17:14:33","200000765","8269421724","Long Overalls","124.75"
"112093","2016-12-12 17:07:44","400000472","5509524170","Couch Cover","86.68"
"112092","2016-12-12 17:06:06","300000074","8619953091","Pillowcase","18.96"
"112091","2016-12-12 17:05:32","200000681","8864799421","Valance","31.8"
"112090","2016-12-12 17:05:29","100000090","1336619171","Slacks","63.84"
"112089","2016-12-12 17:05:24","300000004","5187883584","Dish Towel","49.5"
"112088","2016-12-12 17:03:33","200000371","2113413915","Shorts","59.33"
"112087","2016-12-12 17:02:06","100000342","5187883584","Dish Towel","49.5"
"112086","2016-12-12 16:59:47","100000906","8624682735","Coat","77.77"
"112085","2016-12-12 16:58:13","200000104","4398051135","Bra","6"
"112084","2016-12-12 16:55:52","100000342","8068199275","Slacks","87.78"
"112083","2016-12-12 16:54:44","100000478","2210750188","Blazer","119.76"
"112082","2016-12-12 16:52:33","200000110","2695940506","Sweater","59.4"
"112081","2016-12-12 16:52:25","100000153","9195451761","Hand Towel","51.66"
"112080","2016-12-12 16:52:07","100000677","7270957383","Scarf","29.85"
"112079","2016-12-12 16:50:52","100000123","8713824671","Infant 2 Piece Set","48.6"
"112078","2016-12-12 16:49:01","200000464","4398051135","Bra","6"
"112077","2016-12-12 16:47:36","200000674","8713824671","Infant 2 Piece Set","48.6"
"112076","2016-12-12 16:46:44","100000297","4681342313","Sheets","29.9"
"112075","2016-12-12 16:44:45","200000408","4622769035","Short Gown","78"
"112074","2016-12-12 16:39:45","100000880","4681342313","Sheets","29.9"
"112073","2016-12-12 16:37:47","400000770","3132788435","Coat","30.06"
"112072","2016-12-12 16:37:44","100000381","6697166886","Coat","159.8"
"112071","2016-12-12 16:33:13","100000331","9538578209","Dress","87.36"
"112070","2016-12-12 16:31:17","200000458","4398051135","Bra","6"
"112069","2016-12-12 16:31:04","100000077","2248992375","Sweater","61.38"
"112068","2016-12-12 16:26:54","100000383","8694351166","Chair Cover","38.87"
"112067","2016-12-12 16:25:05","100000723","3495221948","Suit & 2 pc Dress","38.12"
"112066","2016-12-12 16:25:02","100000574","9538578209","Dress","87.36"
"112065","2016-12-12 16:24:13","100000576","1319286996","Gowns/Pajamas","47.43"
"112064","2016-12-12 16:19:52","100000327","6182617964","Long Gown","97.11"
"112063","2016-12-12 16:18:53","100000254","4538875409","Couch Cover","79.8"
"112062","2016-12-12 16:15:26","100000641","8586814459","Gown & Robe Set","65.64"
"112061","2016-12-12 16:15:10","200000022","5480721202","Shirt","67.83"
"112060","2016-12-12 16:14:24","100000003","6388591017","Baby Quilt","100.68"
"112059","2016-12-12 16:12:01","200000726","4391642886","Men's Pajama Set","83.79"
"112058","2016-12-12 16:09:12","100000849","3795753080","Jeans","38.1"
"112057","2016-12-12 16:05:54","300000718","8864799421","Valance","31.8"
"112056","2016-12-12 16:04:13","200000843","1489444777","Short Gown","131.12"
"112055","2016-12-12 16:03:45","100000879","5050067655","Bottoms","66.96"
"112054","2016-12-12 16:03:22","100000119","7270957383","Scarf","29.85"
"112053","2016-12-12 16:01:23","300000719","5310615417","Tie","41.79"
"112052","2016-12-12 16:01:16","400000513","2355020550","Sweater","67.92"
"112051","2016-12-12 16:00:54","100000323","5997626126","Coat/Jacket","39.55"
"112050","2016-12-12 16:00:54","200000631","8241463559","Wallet","49.75"
"112049","2016-12-12 15:59:26","100000183","8241463559","Wallet","49.75"
"112048","2016-12-12 15:59:19","100000294","3750666773","Waterbed Sheet","79.8"
"112047","2016-12-12 15:58:06","400000514","6182617964","Long Gown","97.11"
"112046","2016-12-12 15:57:12","100000743","9538578209","Dress","87.36"
"112045","2016-12-12 15:56:45","200000458","8068199275","Slacks","87.78"
"112044","2016-12-12 15:55:59","100000145","6182400847","Blazer","26.88"
"112043","2016-12-12 15:55:53","100000451","2153011099","Gown & Robe Set","99.8"
"112042","2016-12-12 15:55:17","400000916","6182617964","Long Gown","97.11"
"112041","2016-12-12 15:55:08","100000641","1284609276","Sweater","95.76"
"112040","2016-12-12 15:54:12","100000901","3890778939","Suit & 2 pc Dress","125.16"
"112039","2016-12-12 15:52:01","100000228","2178891798","Hand Towel","18.17"
"112038","2016-12-12 15:51:12","100000054","1489444777","Short Gown","131.12"
"112037","2016-12-12 15:50:22","200000725","8068199275","Slacks","87.78"
"112036","2016-12-12 15:50:21","300000729","6660530324","Washcloth","35.14"
"112035","2016-12-12 15:47:56","100000880","3382973348","Top","81.76"
